ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,MRKT_TY_NM,MRKT_OPER_PD,STORE_CO,ADIT_DC,USE_GCCT_CN,HMPG_ADDR,TOILET_EXST_AT,PRKPLCE_EXST_AT,OPNNG_YEAR,TEL_NO,DATA_BASE_DE,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC483PO22N000000165,쇼핑,전통시장,동화상가,서울,중구,1114014800,을지로6가,1114059000,광희동,1.11404E+11,서울 중구 장충단로13길 34,4563,다사564522,127.006912,37.56860486,상설장,매일,975,의류/신발,,,Y,Y,1968,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000166,쇼핑,전통시장,방산종합시장,서울,중구,1114015200,주교동,1114060500,을지로동,1.11404E+11,서울 중구 동호로37길 20,4546,다사559522,127.0008056,37.56872417,상설장,매일,1240,근린생활서비스,,,Y,Y,1976,070-8844-0728,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000167,쇼핑,전통시장,에리어식스(벨포스트),서울,중구,1114016200,신당동,1114061500,신당동,1.11403E+11,서울 중구 마장로 19,4567,다사569521,127.011974,37.56814161,상설장,매일,393,의류/신발,,,Y,Y,1980,02-2231-4678,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000168,쇼핑,전통시장,삼익패션타운,서울,중구,1114011200,남창동,1114054000,회현동,1.11404E+11,서울 중구 남대문시장8길 7,4529,다사539513,126.9789566,37.56043529,상설장,매일,1062,의류/신발+가정용품+근린생활서비스,,,Y,Y,1985,02-774-1531,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000169,쇼핑,전통시장,서울중앙시장,서울,중구,1114016500,황학동,1114067000,황학동,1.11404E+11,서울 중구 퇴계로85길 36,4576,다사575521,127.0197632,37.56738265,상설장,매일,216,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,1962,02-2232-9159,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000170,쇼핑,전통시장,숭례문수입상가,서울,중구,1114011200,남창동,1114054000,회현동,1.11403E+11,서울 중구 소월로 3,4528,다사537512,126.9762025,37.55937186,상설장,매일,565,음식점업,,,Y,Y,1980,02-779-2951,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000171,쇼핑,전통시장,신중부시장,서울,중구,1114015400,오장동,1114059000,광희동,1.11404E+11,서울 중구 을지로30길 29,4547,다사557519,126.9994062,37.56553374,상설장,매일,749,농산물+축산물+수산물,,,Y,Y,2005,02-2273-0006,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000172,쇼핑,전통시장,신중앙시장,서울,중구,1114016500,황학동,1114067000,황학동,1.11404E+11,서울 중구 퇴계로85길 36,4576,다사575521,127.0197632,37.56738265,상설장,매일,114,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2016,02-2232-9559,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000173,쇼핑,전통시장,신평화패션타운,서울,중구,1114016200,신당동,1114061500,신당동,1.11103E+11,서울 중구 청계천로 298,4567,다사568523,127.0110696,37.56945382,상설장,매일,1266,의류/신발,,,Y,N,2011,02-2253-0714,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000174,쇼핑,전통시장,약수시장,서울,중구,1114016200,신당동,1114063500,약수동,1.11403E+11,서울 중구 다산로 114-7,4597,다사567506,127.0107651,37.55403383,상설장,매일,219,축산물+가공식품+기타소매업,,,Y,N,2022,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000175,쇼핑,전통시장,자유상가,서울,중구,1114012100,회현동1가,1114054000,회현동,1.11403E+11,서울 중구 남대문로 36,4529,다사540514,126.9797671,37.56095855,상설장,매일,180,근린생활서비스업,,,Y,N,2006,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000176,쇼핑,전통시장,제일평화시장,서울,중구,1114016200,신당동,1114061500,신당동,1.11403E+11,서울 중구 마장로 13,4567,다사568522,127.0114021,37.56851432,상설장,매일,800,의류/신발,,jeilpyunghwa.com,Y,Y,1981,02-2253-1249,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000177,쇼핑,전통시장,청평화시장,서울,중구,1114016200,신당동,1114061500,신당동,1.11103E+11,서울 중구 청계천로 334,4568,다사571523,127.0149365,37.56946664,상설장,매일,1037,의류/신발,,,Y,Y,1983,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000178,쇼핑,전통시장,통일상가,서울,중구,1114014800,을지로6가,1114059000,광희동,1.11103E+11,서울 중구 청계천로 260-14,4563,다사564522,127.0063163,37.5689078,상설장,매일,627,의류/신발+근린생활서비스,,tongil55.com,Y,N,1970,02-2269-1969,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000179,쇼핑,전통시장,평화시장,서울,중구,1114014800,을지로6가,1114059000,광희동,1.11103E+11,서울 중구 청계천로 274,4563,다사565523,127.0080476,37.56942586,상설장,매일,2170,의류/신발,,,Y,Y,1962,02-2279-2193,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000180,쇼핑,전통시장,황학시장,서울,중구,1114016500,황학동,1114067000,황학동,1.11404E+11,서울 중구 퇴계로85길 36,4576,다사575521,127.0197632,37.56738265,상설장,매일,116,축산물+수산물+가공식품,,,N,N,2017,02-2235-3040,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000181,쇼핑,전통시장,동성타워프라자,서울,중랑구,1126010600,신내동,1126068000,신내1동,1.12603E+11,서울 중랑구 봉화산로 221,2054,다사644565,127.0972055,37.6080276,상설장,매일,83,의류/신발+음식점업+기타소매업,,,Y,Y,1996,02-3423-2975,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000182,쇼핑,전통시장,동원전통종합시장,서울,중랑구,1126010100,면목동,1126056500,면목본동,1.12604E+11,서울 중랑구 상봉로11길 27-3,2162,다사639545,127.092107,37.5898242,상설장,매일,127,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,02-2209-0220,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000183,쇼핑,전통시장,면목골목시장,서울,중랑구,1126010100,면목동,1126057000,면목7동,1.12604E+11,서울 중랑구 사가정로50길 84,2240,다사633532,127.0844361,37.57748534,상설장,매일,93,농산물+축산물+수산물+가공식품+음식점업,,,Y,Y,2005,02-496-5665,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000184,쇼핑,전통시장,사가정시장,서울,중랑구,1126010100,면목동,1126057500,면목3.8동,1.12604E+11,서울 중랑구 면목로44길 16,2214,다사637536,127.0893792,37.58108117,상설장,매일,135,농산물+축산물+가공식품+음식점업+기타소매업,,,N,N,2009,02-492-2214,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000185,쇼핑,전통시장,신아타운,서울,중랑구,1126010600,신내동,1126069000,신내2동,1.12603E+11,서울 중랑구 봉화산로 194,2076,다사642564,127.094707,37.60645263,상설장,매일,150,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1999,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000186,쇼핑,전통시장,우림골목시장,서울,중랑구,1126010500,망우동,1126065500,망우본동,1.12604E+11,서울 중랑구 망우로62길 52-4,2167,다사645553,127.0982722,37.59677182,상설장,매일,127,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2005,02-436-3598,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000187,쇼핑,전통시장,중랑교종합상가,서울,중랑구,1126010200,상봉동,1126059000,상봉2동,1.12604E+11,서울 중랑구 망우로32길 23,2121,다사626549,127.0771147,37.59294806,상설장,매일,67,의류/신발+가정용품+음식점업+기타소매업+근린생활서비스업,,,Y,Y,1971,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000188,쇼핑,전통시장,중랑동부시장(동부골목시장),서울,중랑구,1126010200,상봉동,1126059000,상봉2동,1.12604E+11,서울 중랑구 중랑천로10길 61,2120,다사625548,127.0763254,37.59244203,상설장,매일,125,농산물+축산물+수산물+가공식품+음식점업,,,Y,Y,2003,02-437-8155,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000189,쇼핑,전통시장,태능엔터피아,서울,중랑구,1126010300,중화동,1126061000,중화2동,1.12604E+11,서울 중랑구 동일로129길 35,2104,다사627556,127.0775053,37.59922257,상설장,매일,47,농산물+축산물+가공식품+기타소매업,,,Y,Y,1975,02-432-8637,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000190,쇼핑,전통시장,명지시장,부산,강서구,2644010400,명지동,2644053500,명지1동,2.64404E+11,부산 강서구 신포길17번길 27,46717,마라304806,128.931598,35.11254126,상설장,매일,115,수산물+기타소매업,,,Y,Y,2006,051-271-2234,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000191,쇼핑,전통시장,구서오시게시장,부산,금정구,2641010700,구서동,2641068000,구서1동,2.64103E+11,부산 금정구 구서로 12,46243,마라446958,129.0897741,35.24735756,상설장,매일,93,수산물+의류/신발+근린생활서비스,,,Y,Y,1981,051-581-4831,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000192,쇼핑,전통시장,금사제일상가시장,부산,금정구,2641011100,금사동,2641055500,금사회동동,2.64103E+11,부산 금정구 개좌로 81,46330,마라467928,129.1124628,35.22043665,상설장,매일,32,농산물+기타소매업,,,Y,N,1979,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000193,쇼핑,전통시장,부곡상가시장,부산,금정구,2641010900,부곡동,2641057000,부곡1동,2.64103E+11,부산 금정구 부곡로 107,46302,마라448933,129.0915165,35.22548538,상설장,매일,136,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2015,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000194,쇼핑,전통시장,서동시장,부산,금정구,2641011000,서동,2641053000,서3동,2.64104E+11,부산 금정구 서동로141번길 21,46318,마라458924,129.1023592,35.21641237,상설장,매일,72,농산물+음식점업,,,Y,Y,1981,051-524-7488,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000195,쇼핑,전통시장,서동전통골목시장,부산,금정구,2641011000,서동,2641053000,서3동,2.64103E+11,부산 금정구 서동로 143,46320,마라458922,129.1022459,35.21528357,상설장,매일,175,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2012,051-528-9990,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000196,쇼핑,전통시장,서동향토시장,부산,금정구,2641011000,서동,2641053000,서3동,2.64103E+11,부산 금정구 서부로 21-1,46320,마라459923,129.1033546,35.21593693,상설장,매일,153,농산물+가공식품+의류/신발+기타소매업,,,Y,N,2010,051-525-6917,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000197,쇼핑,전통시장,장성시장,부산,금정구,2641010800,장전동,2641060000,장전1동,2.64104E+11,부산 금정구 수림로61번길 53,46282,마라442947,129.0855567,35.23744168,상설장,매일,28,기타소매업+근린생활서비스업,,,Y,N,1978,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000198,쇼핑,전통시장,장전상가시장,부산,금정구,2641010800,장전동,2641061000,장전2동,2.64104E+11,부산 금정구 부산대학로49번길 13,46293,마라443939,129.086107,35.23084994,상설장,매일,57,가공식품+음식점업+기타소매업,,,Y,N,1974,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000199,쇼핑,전통시장,기장시장,부산,기장군,2671025026,기장읍 대라리,2671025000,기장읍,2.67104E+11,부산 기장군 기장읍 읍내로104번길 12,46066,마라560956,129.215363,35.24406017,상설장,매일,149,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,1998,051-721-3963,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000200,쇼핑,전통시장,감만시장,부산,남구,2629011100,감만동,2629062000,감만1동,2.61703E+11,부산 남구 홍곡로 17,48544,마라441812,129.0821611,35.11634433,상설장,매일,63,농산물+축산물+기타소매업,,,Y,N,2012,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000201,쇼핑,전통시장,남광시장,부산,남구,2629010600,대연동,2629054000,대연4동,2.61703E+11,부산 남구 홍곡로 359,48539,마라447821,129.0887175,35.12392263,상설장,매일,57,농산물+축산물+수산물+가공식품+의류/신발,,,Y,N,2017,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000202,쇼핑,전통시장,대연시장,부산,남구,2629010600,대연동,2629055000,대연5동,2.62903E+11,부산 남구 못골로 56,48445,마라447834,129.0884212,35.13567985,상설장,매일,69,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1970,051-621-8991,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000203,쇼핑,전통시장,동성하이타운시장,부산,남구,2629010600,대연동,2629051000,대연1동,2.62903E+11,부산 남구 천제등로 11,48495,마라446831,129.087532,35.13357079,상설장,매일,340,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1979,051-632-6668,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000204,쇼핑,전통시장,못골골목시장,부산,남구,2629010600,대연동,2629055000,대연5동,2.62903E+11,부산 남구 못골로 66-1,48445,마라448834,129.0896366,35.13586148,상설장,매일,150,농산물+축산물+의류/신발+가정용품+기타소매업,,https://mocgolmarket.modoo.at,Y,Y,2009,070-8808-3203,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000205,쇼핑,전통시장,새감만종합시장,부산,남구,2629011100,감만동,2629062000,감만1동,2.61703E+11,부산 남구 홍곡로 3,48544,마라441812,129.0817109,35.1163335,상설장,매일,30,농산물+가공식품+의류/신발+근린생활서비스업,,,Y,Y,1984,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000206,쇼핑,전통시장,용호1동골목시장,부산,남구,2629010700,용호동,2629057000,용호1동,2.62904E+11,부산 남구 용호로106번길 56,48523,마라467822,129.1102038,35.12436007,상설장,매일,130,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2015,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000207,쇼핑,전통시장,용호골목시장,부산,남구,2629010700,용호동,2629059000,용호3동,2.62904E+11,부산 남구 용호로177번길 5,48585,마라468813,129.1114604,35.11640737,상설장,매일,113,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,2009,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000208,쇼핑,전통시장,용호삼성시장,부산,남구,2629010700,용호동,2629057000,용호1동,2.62904E+11,부산 남구 용호로106번길 40,48523,마라467821,129.1105376,35.12389935,상설장,매일,37,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,1977,051-623-3555,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000209,쇼핑,전통시장,용호시장,부산,남구,2629010700,용호동,2629058000,용호2동,2.62904E+11,부산 남구 동명로152번길 93,48587,마라469811,129.1127729,35.114912,상설장,매일,62,농산물+수산물+의류/신발+기타소매업+근린생활서비스,,,Y,Y,1975,051-623-3818,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000210,쇼핑,전통시장,우암골목시장,부산,남구,2629011000,우암동,2629064500,우암동,2.62904E+11,부산 남구 우암번영로26번길 7,48479,마라431823,129.0705809,35.12643197,상설장,매일,130,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2005,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000211,쇼핑,전통시장,부산자유시장,부산,동구,2617010400,범일동,2617066000,범일2동,2.61703E+11,부산 동구 조방로 48,48739,마라422839,129.0610402,35.14097365,상설장,매일,1776,의류/신발+가정용품+음식점업+근린생활서비스,,http://busanjayu.com,Y,Y,1975,051-632-8785,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000212,쇼핑,전통시장,부산남문시장,부산,동구,2617010400,범일동,2617066000,범일2동,2.61704E+11,부산 동구 범일로65번길 8,48737,마라420834,129.058687,35.13592461,상설장,매일,192,의류/신발,,,Y,Y,1974,051-645-9691,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000213,쇼핑,전통시장,부산진시장,부산,동구,2617010400,범일동,2617066000,범일2동,2.61703E+11,부산 동구 진시장로 24,48737,마라420834,129.0588362,35.13642339,상설장,매일,1070,의류/신발+가정용품+음식점업,,,Y,Y,1974,051-646-7041,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000214,쇼핑,전통시장,성북시장,부산,동구,2617010400,범일동,2617065000,범일1동,1.12903E+11,부산 동구 성북로 56,48761,마라410837,129.0487528,35.13873344,상설장,매일,117,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2011,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000215,쇼핑,전통시장,수정시장,부산,동구,2617010200,수정동,2617057000,수정2동,2.61703E+11,부산 동구 고관로 106,48790,마라408825,129.0463919,35.12825843,상설장,매일,69,가공식품+의류/신발+기타소매업+근린생활서비스,,,Y,Y,1979,051-468-6176,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000216,쇼핑,전통시장,수정전통시장,부산,동구,2617010200,수정동,2617057000,수정2동,2.61704E+11,부산 동구 중앙대로371번길 50,48781,마라408827,129.0463697,35.13011972,상설장,매일,115,농산물+축산물+수산물+가공식품+기타소매업,,,N,N,2008,051-469-6326,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000217,쇼핑,전통시장,초량상가시장,부산,동구,2617010100,초량동,2617052000,초량2동,2.61703E+11,부산 동구 초량로 15,48815,마라403815,129.0399808,35.11890679,상설장,매일,100,가공식품+기타소매업+근린생활서비스,,,Y,N,2006,051-467-5054,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000218,쇼핑,전통시장,초량전통시장,부산,동구,2617010100,초량동,2617052000,초량2동,2.61704E+11,부산 동구 초량로13번길 24,48815,마라403814,129.0396675,35.11803874,상설장,매일,158,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2010,051-442-5445,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000219,쇼핑,전통시장,범일골목시장,부산,동구,2617010400,범일동,2617065000,범일1동,2.61703E+11,부산 동구 범곡북로 2,48722,마라417840,129.0554918,35.14178489,상설장,매일,80,수산물+가공식품+가정용품+기타소매업,,,Y,N,2015,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000220,쇼핑,전통시장,국민시장,부산,동래구,2626010900,사직동,2626059000,사직2동,2.62604E+11,부산 동래구 사직북로33번길 31,47864,마라418903,129.0582333,35.19840108,상설장,매일,78,농산물+수산물+가공식품+의류/신발,,,Y,Y,2012,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000221,쇼핑,전통시장,금성상가시장,부산,동래구,2626010800,온천동,2626056000,온천2동,2.62604E+11,부산 동래구 우장춘로4번길 23-8,47731,마라430914,129.0719427,35.20817586,상설장,매일,14,농산물+축산물+가공식품+기타소매업,,,Y,N,1976,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000222,쇼핑,전통시장,동래시장,부산,동래구,2626010500,복천동,2626052000,복산동,2.62604E+11,부산 동래구 동래시장길 14,47810,마라443909,129.0859386,35.20380872,상설장,매일,343,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1970,051-552-1651,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000223,쇼핑,전통시장,명장시장,부산,동래구,2626010100,명장동,2626076100,명장1동,2.62604E+11,부산 동래구 명장로64번길 12,47775,마라463910,129.1074835,35.20401286,상설장,매일,46,가공식품+기타소매업,,,Y,N,1980,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000224,쇼핑,전통시장,사직시장,부산,동래구,2626010900,사직동,2626058000,사직1동,2.62604E+11,부산 동래구 사직북로34번길 48,47856,마라422905,129.0623187,35.20005591,상설장,매일,140,농산물+축산물+수산물+가공식품+음식점업,,,Y,N,2012,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000225,쇼핑,전통시장,서원시장,부산,동래구,2626010200,안락동,2626074000,안락1동,2.62604E+11,부산 동래구 충렬대로359번길 55,47786,마라455906,129.0990191,35.20038828,상설장,매일,53,농산물+수산물+가공식품+기타소매업,,,Y,Y,1977,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000226,쇼핑,전통시장,수안인정시장,부산,동래구,2626010600,수안동,2626051000,수민동,2.62604E+11,부산 동래구 충렬대로245번길 8,47813,마라444907,129.0865801,35.20149621,상설장,매일,243,축산물+수산물+가공식품+가정용품+기타소매업,,,Y,Y,2007,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000227,쇼핑,전통시장,안락상가시장,부산,동래구,2626010200,안락동,2626075000,안락2동,2.62604E+11,부산 동래구 충렬대로410번길 21,47890,마라459900,129.1033164,35.1954983,상설장,매일,59,농산물+축산물+수산물+가공식품+의류/신발,,,Y,N,1976,051-523-6587,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000228,쇼핑,전통시장,온천인정시장,부산,동래구,2626010800,온천동,2626055000,온천1동,2.62604E+11,부산 동래구 온천장로125번길 41-2,47708,마라440931,129.0831495,35.22311398,상설장,매일,129,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2005,051-517-8802,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000229,쇼핑,전통시장,충렬상가시장,부산,동래구,2626010200,안락동,2626075000,안락2동,2.62604E+11,부산 동래구 충렬대로459번길 73-10,47793,마라465903,129.1099543,35.19809586,상설장,매일,108,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1983,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000230,쇼핑,전통시장,가야벽산상가,부산,부산진구,2623011000,가야동,2623072000,가야2동,2.62303E+11,부산 부산진구 엄광로 68,47391,마라390845,129.0269894,35.14661344,상설장,매일,80,축산물+가공식품+음식점업+기타소매업,,,Y,Y,1990,051-894-9490,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000231,쇼핑,전통시장,개금골목시장,부산,부산진구,2623011100,개금동,2623074000,개금1동,2.62304E+11,부산 부산진구 가야공원로14번길 85,47327,마라388851,129.0247937,35.1518328,상설장,매일,195,농산물+축산물+수산물+가공식품,,,N,N,2005,051-892-2606,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000232,쇼핑,전통시장,개금큰시장,부산,부산진구,2623011100,개금동,2623074000,개금1동,2.62303E+11,부산 부산진구 엄광로 15,47322,마라382847,129.0178858,35.14853427,상설장,매일,67,농산물+수산물+가공식품+기타소매업+근린생활서비스업,,,Y,N,1978,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000233,쇼핑,전통시장,골드테마거리,부산,부산진구,2623010400,범천동,2623077000,범천1동,2.61703E+11,부산 부산진구 범일로 134,47365,마라420840,129.0597745,35.14193851,상설장,매일,324,근린생활서비스,,,Y,Y,2005,051-633-3275,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000234,쇼핑,전통시장,국제상가,부산,부산진구,2623010900,당감동,2623067000,당감1동,2.62303E+11,부산 부산진구 백양관문로 104-1,47157,마라391869,129.028207,35.1684408,상설장,매일,100,가공식품+의류/신발+음식점업+기타소매업+근린생활서비스업,,,Y,Y,1995,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000235,쇼핑,전통시장,당감골목시장,부산,부산진구,2623010900,당감동,2623067000,당감1동,2.62304E+11,부산 부산진구 당감로16번길 22,47189,마라403864,129.0408703,35.16328299,상설장,매일,125,농산물+축산물+수산물+가공식품+음식점업,,,Y,N,2013,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000000236,쇼핑,전통시장,당감새시장,부산,부산진구,2623010900,당감동,2623067000,당감1동,2.62304E+11,부산 부산진구 백양대로60번길 64,47182,마라404866,129.0421399,35.16506067,상설장,매일,121,농산물+축산물+수산물+가공식품+음식점업,,,Y,N,2007,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
